stage_name,family_birth_name,given_first_name,gender,role_type,start_year,end_year,birth_year,death_year,birth_country,,,,,,
Gene Tierney,Tierney,Gene,F,good girl,1940,1969,1920,1991,USA,,,,,,
Lawrence Tierney,Tierney,Lawrence,M,`tough guy',1944,1982,1919,,USA,,,,,,
Zeffie Tilbury,Tilbury,Zeffie,F,character,1921,1945,1863,1950,USA,,,,,,
Nadja Tiller,Tiller,Nadja,F,rich girl,1959,1968,1929,,Austria,,,,,,
Mel Tillis,,,M,,,,,,,,,,,,
Johnny Tillotson,,,M,,,,,,,,,,,,
Jennifer Tilly,Tilly,Jennifer,F,dizzy,,,,,USA,,,,,,
Meg Tilly,Tilly,Meg,F,,1982,1994,1960,,USA,,,,,,
Charlene Tilton,,,F,,,,,,,,,,,,
Martha Tilton,Tilton,Martha,F,singer,1941,1956,1915,,USA,,,,,,
Charles Tingwell,Tingwell,Charles,M,self-effacing roles,1948,1975,1917,,Australia,,,,,,
Kenneth Tobey,Tobey,Kenneth,M,character,1949,1977,1919,,USA,,,,,,
George Tobias,Tobias,George,M,character,1940,1966,1901,1980,USA,,,,,,
Oliver Tobias,Tobias,Oliver,M,saturnine,1978,1983,1947,,Great Britain,,,,,,
Dan Tobin,Tobin,Dan,M,character,1938,1973,1909,1982,USA,,,,,,
Genevieve Tobin,Tobin,Genevieve,F,vivacious,1931,1939,1901,1975,USA,,,,,,
Ann Todd,Todd,Ann,F,blonde,1931,1979,1909,,Great Britain,,,,,,
Ann Todd,Mayfield,Ann Todd,F,child star,1939,1952,1932,,USA,,,,,,
Richard Todd,Todd,Richard,M,lead,,,1919,,Great Britain,,,,,,
Thelma Todd,Todd,Thelma,F,perky blonde,1926,1935,1905,1935,USA,,,,,,
Ugo Tognazzi,Tognazzi,Ugo,M,lead,1961,1980,1922,1990,Italy,,,,,,
Sidney Toler,Toler,Sidney,M,detective,1929,1947,1878,1947,USA,,,,,,
Marilu Tolo,,,M,,,,,,,,,,,,
Jeana Tomasina,,,F,,,,,,,,,,,,
Marisa Tomei,Tomei,Marisa,F,slinky, fun,1991,,,,USA,,,,,
Andrew Tombes,Tombes,Andrew,M,cop,1933,1955,1889,197x,USA,,,,,,
Lily Tomlin,Tomlin,Lily,F,comedy actress,1975,1980,1939,,USA,,,,,,
David Tomlinson,Tomlinson,David,M,amiable,1940,1980,1917,,Great Britain,,,,,,
Franchot Tone,Tone,Stanislas Pascal Franchot,M,lead,1932,1968,1905,1968,USA,,,,,,
Regis Toomey,Toomey,Regis,M,character,1928,1977,1902,1991,USA,,,,,,
Geoffrey Toonen,,,M,,,,,,,,,,,,
Topol,Topol,Chaim,M,lead,1965,1983,1935,,Israel,,,,,,
Marta Toren,Toren,Marta,F,lead,1948,1954,1926,1957,Sweden,,,,,,
Mel Torme,Torme,Mel,M,amiable singer,1943,1966,1923,,USA,,,,,,
Rip Torn,Torn,Elmore,M,general purpose,1956,1983,1931,,USA,,,,,,
David Torrence,Torrence,David,M,silent,1921,1935,1864,1951,Great Britain,,,,,,
Ernest Torrence,Torrence,Ernest,M,villain, silent,1921,,1878,1933,Great Britain,,,,,
Raquel Torres,Osterman,Paula Marie,F,lead,1928,1936,1908,,USA,,,,,,
Toto,,,M,comic,1950,,,,Italy,,,,,,
Audrey Totter,Totter,Audrey,F,`hard-boiled',1944,1979,577],1918,,USA,,,,,
Tamara Toumanova,,,F,ballet dancer,1966,,,,,,,,,,
Harry Townes,,,M,,,,,,,,,,,,
Jill Townsend,,,F,,,,,,,,,,,,
Patrice Townsend,,,F,,,,,,,,,,,,
Stuart Townsend,,,M,,1995,1998,,,Ireland,,,,,,
J.R. Tozer,,,M,,,,,,,,,,,,
Arthur Tracy,Rosenberg,Harry,M,singer,1932,1938,1903,,USA,,,,,,
Lee Tracy,Tracy,Lee,M,nasal delivery,1929,1953,1898,1968,USA,,,,,,
Spencer Tracy,,,M,,1930,1967,1900,1968,,,,,,,
William Tracy,Tracy,William,M,sly or dumb,1938,1956,1917,1967,USA,,,,,,
Mary Ellen Trainor,,,F,,,,,,,,,,,,
Helen Traubel,Traubel,Helen,F,soprano,1954,1967,1899,1972,USA,,,,,,
Daniel J. Travanti,,,M,,,,,,,,,,,,
Bill Travers,Travers,Bill,M,tall lead,1954,1977,1922,,Great Britain,,,,,,
Henry Travers,Heagerty,Travers,M,benign old gentleman,1932,1949,1874,1965,Great Britain,,,,,,
Jemru Travers,,,M,,,,,,,,,,,,
Linden Travers,Lindon-Tavers,Florence,M,lead,1935,1949,1913,,Great Britain,,,,,,
Nancy Travis,Travis,Nancy,F,steamy,1987,1990,,,USA,,,,,,
Richard Travis,Justice,William,M,lead,1941,1955,1913,,USA,,,,,,
John Travolta,Travolta,John,M,long-limbed dancer,1975,1983,1954,,USA,,,,,,
Arthur Treacher,Veary,Arthur Treacher,M,butler,1934,1964,1894,1975,Great Britain,,,,,,
David Tree,Tree,David,M,comedy actor,1937,1940,1915,,Great Britain,,,,,,
Mary Treen,Treen,Mary,F,nurse, office girl, plain friend,1956,,1907,,USA,,,,
Luis Trenker,Trenker,Luis,M,mountain lead,1926,1962,1893,,Germany,,,,,,
Noel Trevarthen,,,M,,,,,,,,,,,,
Austin Trevor,Schilsky,A.,M,character,1930,1959,1897,1978,Great Britain,,,,,,
Claire Trevor,Wemlinger,Claire,F,character,1933,1967,1909,,USA,,,,,,
Jack Trevor,,,M,,,,,,,,,,,,
Les Tremayne,,,M,,1960,,,,,,,,,,
Ivan Triesault,Triesault,Ivan,M,small-part,1943,1966,1898,1980,Eastern European,,,,,,
Trigger,Tigger,none,A,trick horse,1938,1947,1932,1965,USA,,,,,,
Tommy Trinder,Trinder,Tommy,M,music hall star,1938,1964,1909,1989,Great Britain,,,,,,
JeanLouis Trintignant,Trintignant,Jean-Louis,M,lead,1955,1983,1930,,France,,,,,,
Jeanne Tripplehorn,Tripplehorn,Jeanne,F,attractive,1992,1993,1964,,USA,,,,,,
Dorothy Tristan,,,F,,,,,,,,,,,,
Massimo Troisi,Troisi,Massimo,M,,1995,,1953,1994,,,,,,,
Judy Trott,,,F,,,,,,,,,,,,
Patrick Troughton,Troughton,Patrick,M,malevolent roles,1948,1976,1920,1987,Great Britain,,,,,,
Cecil Trouncer,Trouncer,Cecil,M,resonant diction,1938,1954,1898,1953,Great Britain,,,,,,
Charles Trowbridge,Trowbridge,Charles,M,professor, kindly father,1931,,1882,1967,USA,,,,,
Michael Trubshawe,Trubshawe,Michael,M,sr,1965,,,1985,,,,,,,
Ernest Truex,Truex,Ernest,M,`little man',1933,1965,1890,1973,USA,,,,,,
Francois Truffaut,Truffaut,Francois,M,,,,1932,,,,,,,,
Ralph Truman,Truman,Ralph,M,character,1944,1971,1900,1977,Great Britain,,,,,,
Natalie Trundy,Trundy,Natalie,F,lead,1957,1973,,,USA,,,,,,
Tom Tryon,Tryon,Thomas,M,lead,1955,1978,1919,1991,USA,,,,,,
Paris Tselios,,,M,,,,,,,,,,,,
Irene Tsu,Tsu,Irene,F,glamour girl,1966,1975,1943,,China,,,,,,
William Tubbs,Tubbs,William,M,portly,1946,1951,1909,1953,USA,,,,,,
Forrest Tucker,Tucker,Forrest,M,rugged,1940,1979,1919,1986,USA,,,,,,
Michael Tucker,,,M,,,,,,,,,,,,
Sophie Tucker,Abuza,Sophia,F,lead,1929,1944,1884,1966,Russia,,,,,,
Sonny Tufts,Tufts,Bowen Charleston,M,singer,1943,1967,1911,1970,USA,,,,,,
Tom Tully,Tully,Tom,M,tough-looking, soft-hearted,1944,,1896,1982,USA,,,,,
Ann Turkel,Turkel,Ann,F,lead,1974,1980,,,,,,,,,
Elizabeth Turner,,,F,,,,,,,,,,,,
Guinevere Turner,Turner,Guinevere,F,hip lesbian,1994,,1968,,,,,,,,
Florence Turner,Turner,Florence,F,,1910,1921,1887,1946,USA,,,,,,
Janine Turner,Turner,Janine,F,sexy,1982,1993,1964,,USA,,,,,,
John Turner,Turner,John,M,lead,1960,1964,1932,,Great Britain,,,,,,
Kathleen Turner,,,F,cool, intense,1982,[4.879],1954,,,,,,,
Lana Turner,Turner,Judy Julia,F,lead,1937,1982,1920,,USA,,,,,,
Tina Turner,,,F,singer,,,,,USA,,,,,,
Ben Turpin,Turpin,Ben,M,cross-eyed,1919,1930,1874,1940,USA,,,,,,
Rita Tushingham,Tushingham,Rita,F,character,1961,1975,1940,,Great Britain,,,,,,
Dorothy Tutin,Tutin,Dorothy,F,lead,1952,1972,1930,,Great Britain,,,,,,
Lurene Tuttle,,,F,,1960,,,,,,,,,,
Shannon Tweed,Tweed,Shannon,F,elegant sexy,1983,1992,,,USA,,,,,,
Tracy Tweed,Tweed,Tracy,F,,,,,,USA,,,,,,
Helen Twelvetrees,Jurgens,Helen,F,lead,1929,1937,1908,1958,USA,,,,,,
Twiggy,Hornby,Lesley,F,fashion model,1971,1980,1946,,Great Britain,,,,,,
Beverly Tyler,Tyler,Beverly,F,lead,1943,1947,1924,,USA,,,,,,
Beverly Tyler,Tyler,Beverly,F,lead,1943,1947,1924,,USA,,,,,,
Liv Tyler,Tyler,Liv,F,tall, nice,1993,,,,USA,,,,,
Charles Tyner,,,M,,,,,,,,,,,,
Susan Tyrrell,Tyrrell,Susan,F,lead,1976,1977,1946,,USA,,,,,,
Cicely Tyson,Tyson,Cicely,F,black, lead,1966,,1933,,USA,,,,,
Margaret Tyzack,Tyzack,Margaret,F,character,1964,1979,1933,,Great Britain,,,,,,
Meier Tzelniker,Tzelniker,Meier,M,character,1944,1967,1894,,Great Britain,,,,,,
Leslie Uggams,Uggams,Leslie,F,black gamine,1972,1979,1943,,USA,,,,,,
Liv Ullmann,Ullmann,Liv,F,lead,1959,1978,1939,,Norway,,,,,,
Tracey Ullman,Ullmann,Tracey,F,comic,1980,1990,1959,,Great Britain,,,,,,
Leonore Ulric,Ulrich,Leonore,F,,1923,1947,1892,1970,USA,,,,,,
Miyoshi Umeki,Umeki,Miyoshi,F,lead,1957,1963,1929,,Japan,,,,,,
Edward Underdown,Underdown,Edward,M,,1933,1972,1908,,Great Britain,,,,,,
Mary Ure,Ure,Mary,F,lead,1955,1971,1933,1975,Great Britain,,,,,,
Minerva Urecal,Urecal,Minerva,F,nasty,1937,1964,1896,1966,USA,,,,,,
Robert Urich,,,M,,,,,,,,,,,,
Robert Urquhart,Urquhart,Robert,M,character,1951,1974,1922,,Great Britain,,,,,,
Peter Ustinov,Ustinov,Peter,M,garrulous, hirsute,1940,,1921,,Great Britain,,,,,
Badi Uzza,,,,,,,,,,,,,,,
Brenda Vaccaro,Vaccaro,Brenda,F,character,1969,1979,1939,,USA,,,,,,
Vera Vague,,,F,,,,,,,,,,,,
Karen Valentine,Valentine,Karen,F,light,1969,1978,1948,,USA,,,,,,
Rudolph Valentino,d'Antonguolla,Rodolpho,M,romantic idol,1914,1926,1895,1926,USA,,,,,,
Frederick Valk,Valk,Frederick,M,heavyweight,1940,1955,1901,1956,Czechoslovakia,,,,,,
Rudy Vallee,Vallee,Hubert,M,character comedian,1929,1976,1901,1986,USA,,,,,,
Alida Valli,Altenburger,Alida Maria,F,starchy beauty,1936,1982,1921,,Italy,,,,,,
Romolo Valli,,,M,,,,,1980,,,,,,,
Virginia Valli,McSweeny,Virginia,F,porcelein innocent heroine,1917,1932,1898,1968,USA,,,,,,
Raf Vallone,Vallone,Raf,M,lead,1948,1979,1916,,Italy,,,,,,
Saverio Vallone,,,M,,,,,,,,,,,,
Bobby Van,Stein,Robert,M,song-and-dance man,1952,1973,1930,1980,USA,,,,,,
Irene Vanbrugh,Barnes,Irene,F,distinguished,1927,1937,1872,1949,Great Britain,,,,,,
Vivian Vance,Vance,Vivian,F,cheerful,1950,1965,1911,1979,USA,,,,,,
Lee VanCleef,Van Cleef,Lee,M,sneaky western villain,1952,1982,1925,1989,USA,,,,,,
Jose vanDam,vanDam,Jose,M,singer,1989,,,,Belgium,,,,,,
Trish VanDevere,Van Devere,Trish,F,lead,1970,1980,1943,,USA,,,,,,
Mamie VanDoren,Olander,Joan Lucille,F,blonde bombshell,1954,1966,1933,,USA,,,,,,
Barry VanDyke,,,M,,,,,,,,,,,,
Conny VanDyke,,,F,,,,,,,,,,,,
Dick VanDyke,Van Dyke,Dick,M,lanky comedian,1963,1982,1925,,USA,,,,,,
Charles Vanel,Vanel,Charles,M,character,1933,1979,1892,1989,France,,,,,,
Peter VanEyck,Van Eyck,Peter,M,,1942,1969,1911,1969,Germany,,,,,,
John VanEyssen,Van Eyssen,John,M,,1956,1960,1925,,South Africa,,,,,,
Jo VanFleet,Van Fleet,Jo,F,character,1955,1976,1919,,USA,,,,,,
Kevin VanHentenryck,,,M,,,,,,,,,,,,
Jon VanNess,,,M,,,,,,,,,,,,
Rik VanNutter,,,M,,,,,,,,,,,,
Nina VanPallandt,Van Pallandt,Nina,F,singer,1973,1980,1932,,Denmark,,,,,,
Dick VanPatten,Van Patten,Dick,M,chubby,1972,1977,1928,,USA,,,,,,
Jimmie VanPatten,Van Patten,James,M,,,,,,,,,,,,
Joyce VanPatten,Van Patten,Joyce,F,lead,1958,1975,1934,,USA,,,,,,
Timothy VanPatten,,,M,,,,,,,,,,,,
Vincent VanPatten,,,M,,,,,,,,,,,,
Deborah VanRhyn,,,F,,,,,,,,,,,,
Luis VanRooten,Van Rooten,Luis,M,character,1944,1955,1906,1973,Mexico,,,,,,
Edward VanSloan,Van Sloan,Edward,M,elderly professor,1930,1947,1882,1964,USA,,,,,,
Deborah VanValkenburgh,,,F,,,,,,,,,,,,
Monique VanVooren,,,F,,,,,,,,,,,,
Philip VanZandt,Van Zandt,Philip,M,character,1941,1957,1904,1958,Holland,,,,,,
Victor Varconi,Varconi,Victor,M,lead,1926,1949,1896,1976,Hungary,,,,,,
Evelyn Varden,Varden,Evelyn,F,character,1949,1956,1895,1958,USA,,,,,,
Norma Varden,Varden,Norma,F,haughty aristocrat,1932,1967,1898,,Great Britain,,,,,,
Leonor Varela,Varela,Leonor,F,,1998,,1985,,Chile,,,,,,
Valentina Vargas,,,F,,,,,,,,,,,,
Beatrice Varley,Varley,Beatrice,F,worried little elderly lady,1941,1955,1896,1969,Great Britain,,,,,,
Reg Varney,Varney,Reg,M,chirpy,1966,1973,1922,,Great Britain,,,,,,
Diane Varsi,Varsi,Diane,F,slight,1957,1977,1938,,USA,,,,,,
Frankie Vaughan,Abelson,Frank,M,flamboyant song and dance man,1956,1964,1928,,Great Britain,,,,,,
Peter Vaughan,Ohm,Peter,M,solid presence,1959,1974,1923,,Great Britain,,,,,,
Martin Vaughn,,,M,,,,,,,,,,,,
Robert Vaughn,Vaughn,Robert,M, slight, intense,1958,,1932,,USA,,,,,
Conrad Veidt,Veidt,Conrad,M,liquid villain,1919,1943,1893,1943,Germany,,,,,,
Lupe Velez,Velez de Villalobos,Guadeloupe,F,temperamental,1927,1943,1908,1944,Mexico,,,,,,
Reginald VelJohnson,,,M,rotund comic,1987,,,,,,,,,,
Evelyn Venable,Venable,Evelyn,F,demure,1933,1943,696],1913,,USA,,,,,
Amy Veness,Veness,Amy,F,cheerful old soul,1931,1954,1876,1960,Great Britain,,,,,,
Chick Vennera,,,M,,,,,,,,,,,,
Diane Venora,,,F,,,,,,,,,,,,
Wanda Ventham,Ventham,Wanda,F,lead,1956,1973,,,Great Britain,,,,,,
Lino Ventura,Borrini,Angelino,M,lead,1953,1982,1919,1987,Italy,,,,,,
VeraEllen,Rohe,Vera-Ellen Westmeyr,F,diminutive dancer,1945,1956,1920,1981,USA,,,,,,
Gwen Verdon,Verdon,Gwen,F,vivacious,1951,1983,1925,,USA,,,,,,
Ellen Verdugo,Verdugo,Ellen,F,lead,1940,1975,1926,,USA,,,,,,
Ben Vereen,Vereen,Ben,M,black dancer,1975,1980,1946,,USA,,,,,,
Karen Verne,Klinekerfuss,Ingabor Katrine,F,lead,1939,1967,1915,1967,Germany,,,,,,
Jerry Verno,Verno,Jerry,M,character,1932,1957,1895,1975,Great Britain,,,,,,
Anne Vernon,Vignaud,Edith,F,vivacious,1948,1968,1925,,France,,,,,,
John Vernon,Vernon,John,M,character,1967,1980,1935,,Canada,,,,,,
Wally Vernon,Vernon,Wally,M,eccentric,1937,1964,1904,1970,USA,,,,,,
Odile Versois,de Poliakoff-Baidarov,Militza,F,lead,1946,1968,1930,1980,France,,,,,,
Verushka,,,F,,,,,,,,,,,,
Virginia Vestoff,,,M,,,,,,,,,,,,
Victoria Vetri,Dorian,Angela,M,lead,1967,1969,1944,,Australia,,,,,,
Marcel Vibert,,,M,,,,,,,,,,,,
Martha Vickers,MacVicar,M.,F,lead,1944,1960,1925,1971,USA,,,,,,
Charles Victor,Victor,Charles,M,character,1946,1957,1896,1965,Great Britain,,,,,,
Henry Victor,Victor,Henry,M,villainous,1925,1941,1898,1945,Great Britain,,,,,,
Henri Vidal,Vidal,Henri,M,tough-looking,1946,1959,1919,1959,France,,,,,,
Florence Vidor,Arto,Florence,F,lead, silent,1921,,1895,1977,USA,,,,,
Asia Viera,,,F,,,,,,,,,,,,
Abe Vigoda,Vigoda,Abe,M,character,1941,1964,1919,,USA,,,,,,
Robert Viharo,,,M,,,,,,,,,,,,
Tony Vilar,,,M,,,,,,,,,,,,
Henri Vilbert,,,M,,,,,,,,,,,,
Frank Villard,Drouineau,Francois,M,lead,1941,1964,1917,1980,France,,,,,,
Herve Villechaize,Villechaize,Herve,M,dwarf,1973,1982,1943,1993,France,,,,,,
James Villiers,Villiers,James,M,snooty or villainous,1960,1982,1933,,Great Britain,,,,,,
Jan-Michael Vincent,Vincent,Jan-Michael,M,lead,1970,1983,1944,,USA,,,,,,
June Vincent,Vincent,June,F,blonde lead,1944,1948,1919,,USA,,,,,,
Helen Vinson,Rulfs,Helen,M,cool, aristocratic,1931,,1907,,USA,,,,,
Jesse Vint,,,M,,,,,,,,,,,,
Enzo Vitale,,,M,,,,,,,,,,,,
Mario Vitale,,,M,,,,,,,,,,,,
Milly Vitale,Vitale,Milly,F,lead,1959,1979,1928,,Italy,,,,,,
Monica Vitti,Ceciarelli,Monica Luisa,F,lead,1959,1979,1933,,Italy,,,,,,
Viva,,,F,,,,,,,,,,,,
Ruth Vivian,,,F,,,,,,,,,,,,
Marina Vlady,de Poliakoff-Baidarov,Marina,M,lead,1949,1980,1938,,France,,,,,,
Karl Michael Vogler,Vogler,Karl,M,,1965,1969,1928,,Germany,,,,,,
Jon Voight,Voight,Jon,M,lead,1967,1983,230],1938,,USA,,,,,
Gian Maria Volonte,Volonte,Gian,M,lead,1964,1996,1930,1997,Italy,,,,,,
Ferdinand vonAlten,,,M,,,,,,,,,,,,
Thomas vonBromssen,,,M,,,,,,,,,,,,
Lenny VonDohlen,,,M,,,,,,,,,,,,
Gustav vonSeyffertitz,Von Seyffertitz,Gustav,M,dignified,1918,1939,1863,1943,Germany,,,,,,
Erich VonStroheim,Von Nordenwall,Hans Erich Maria Stroheim,M,despotic villain or stiff-necked Prussian,1918,1956,1885,1957,Austria,,,,,,
Max vonSydow,Von Sydow,Carl Adolf,M,aristocratic villain,1951,1981,1929,,Sweden,,,,,,
Gustav vonWangenheim,von Wangenheim,Gustav,M,hunk,1920,,,,Germany,,,,,,
George Voskovec,Voskovec,George,M,,1952,1980,1905,1981,Czechoslovakia,,,,,,
Frank Vosper,Vosper,Frank,M,,1926,1935,1899,1937,Great Britain,,,,,,
Andreas Voutsina,,,M,,,,,,,,,,,,
Milena Vukotic,,,F,,,,,,,,,,,,
Murvyn Vye,Vye,Murvyn,M,burly,1948,1964,1913,1976,USA,,,,,,
Henry Wadsworth,Wadsworth,Henry,M,juvenile,1929,1938,1902,1974,USA,,,,,,
John Wade,,,M,,,,,,,,,,,,
Russel Wade,,,M,,,,,,,,,,,,
Anthony Wager,Wager,Anthony,M,juvenile,1946,1946,1933,,Great Britain,,,,,,
Christie Wagner,,,F,,,,,,,,,,,,
Lindsay Wagner,Wagner,Lindsay,F,bionic,1973,1983,1949,,USA,,,,,,
Robert Wagner,Wagner,Robert,M,hearty,1950,1983,1930,,USA,,,,,,
Ken Wahl,Wahl,Ken,M,hunk,1982,1984,1956,,,,,,,,
James Wainwright,Wainwright,James,M,general purpose,1971,1978,,,USA,,,,,,
Ralph Waite,Waite,Ralph,M,reliable looking,1967,1981,1928,,USA,,,,,,
Akiko Wakabayashi,,,F,,,,,,,,,,,,
Eijo Wakabayashi,,,M,,,,,,,,,,,,
Duggie Wakefield,Wakefield,Duggie,M,simpleton,1935,1939,1899,1951,Great Britain,,,,,,
Hugh Wakefield,Wakefield,Hugh,M,monocled,1930,1954,1888,1971,Great Britain,,,,,,
Anton Walbrook,Wohlbruck,Adolf Anton,M,prince, distinguished,1922,,1900,1967,Austria,,,,,
Raymond Walburn,Walburn,Raymond,M,bumbling pomposity,1934,1955,1887,1969,USA,,,,,,
Christopher Walken,Walken,Christopher,M,young,1971,1983,1943,,USA,,,,,,
Clint Walker,Walker,Norman,M,square-jawed giant cowboy,1954,1977,1927,,USA,,,,,,
Helen Walker,Walker,Helen,F,lead,1942,1955,1921,1968,USA,,,,,,
Kathryn Walker,,,F,,,,,,,,,,,,
Maggie Walker,,,F,,,,,,,,,,,,
Nancy Walker,Barto,Ann Swoyer,F,pint-size waitress,1943,1977,1921,1992,USA,,,,,,
Nella Walker,Walker,Nella,F,placid mother or socialite,1929,1954,1886,1971,USA,,,,,,
Robert Walker,Walker,Robert,M,slight, modest,1951,[4.942],1914,1951,USA,,,,,
Robert Walker~jr.,Waker,Robert~jr.,M,second lead,1963,1983,1941,,USA,,,,,,
Syd Walker,Walker,Syd,M,comic, monologuist,1937,,1887,1945,Great Britain,,,,,
Tippy Walker,,,F,,,,,,,,,,,,
Zena Walker,Walker,Zena,F,lead,1961,1983,1934,,Great Britain,,,,,,
Max Wall,Wall,Max,M,,1980,1988,,1990,,,,,,,
Bill Wallace,,,M,,,,,,,,,,,,
Dee Wallace,Wallace Stone,Dee,F,lead,1982,1983,,,USA,,,,,,
Jean Wallace,Wallasek,Jean,F,lead,1944,1971,1923,,USA,,,,,,
Eli Wallach,Wallach,Eli,M,villain,1956,1982,1915,,USA,,,,,,
Bill Wallis,,,M,,,,,,,,,,,,
Shani Wallis,Wallis,Shani,M,cabaret singer,1967,1973,1938,,Great Britain,,,,,,
Tom Walls,Walls,Tom,M,amiable philanderer,1930,1949,1883,1949,Great Britain,,,,,,
Hugh Walpole,Walpole,Sir Hugh,M,vicar,1934,1934,1884,1941,Great Britain,,,,,,
Dermot Walsh,Walsh,Dermot,M,lead,1952,1963,1924,,Great Britain,,,,,,
J.T. Walsh,Walsh,J.T,M,,1983,1997,1944,1998,USA,,,,,,
Kay Walsh,Walsh,Kay,F,lead character,1934,1971,1914,,Great Britain,,,,,,
Ray Walston,Walston,Ray,M,comedian,1957,1982,1917,,USA,,,,,,
Jessica Walter,Walter,Jessica,F,lead,1964,1979,1944,,USA,,,,,,
Julie Walter,,,F,,,,,,,,,,,,
Tracey Walter,,,F,,,,,,,,,,,,
Julie Walters,,,F,,,,,,,,,,,,
Thorley Walters,Walters,Thorley,M,cameo, incompetent officer,1945,,1913,1991,Great Britain,,,,,
Henry B. Walthall,Walthall,Henry,M,silent lead,1909,1936,1878,1936,USA,,,,,,
Sam Wanamaker,Wanamaker,Sam,M,,1948,1984,1919,1993,USA,,,,,,
Jimmy WangYu,Wang Yu,Jimmy,M,lead,1974,1975,,,China,,,,,,
Fannie Ward,Ward,Fannie,F,beauty,1915,1919,1865,1952,USA,,,,,,
Fred Ward,,,M,,,,,,,,,,,,
Michael Ward,Ward,Michael,M,nervous photographer,1947,1966,1915,,Great Britain,,,,,,
Polly Ward,Poluski,Pyno,F,lead,1928,1942,1908,,Great Britain,,,,,,
Rachel Ward,Ward,Rachel,F,lady,1981,1983,1957,,Great Britain,,,,,,
Simon Ward,Ward,Simon,M,lead,1967,1979,1920,,Great Britain,,,,,,
Jack Warden,Warden,Jack,M,burly,1953,1984,1920,,USA,,,,,,
Herta Ware,,,F,,,,,,,,,,,,
Andy Warhol,Warhol,Andy,M,weird,1963,1976,1926,,USA,,,,,,
S.J. Warmington,,,M,,,,,,,,,,,,
David Warner,Warner,David,M,lanky,1963,1983,,,Great Britain,,,,,,
H.B. Warner,Warner-Lickford,Henry Byron,M,distinguished,1915,1956,1876,1958,Great Britain,,,,,,
Jack Warner,,,M,,,,,1981,,,,,,,
Marcia Warner,,,F,,,,,,,,,,,,
C. Denier Warren,Warren,C. Denier,M,character,1933,1960,1889,1971,Great Britain,,,,,,
Fran Warren,,,F,,,,,,,,,,,,
Jennifer Warren,Warren,Jennifer,F,general purpose,1975,1978,1941,,USA,,,,,,
Lesley Ann Warren,Warren,Lesley Ann,F,lead,1967,1983,1946,,USA,,,,,,
Michael Warren,,,M,,,,,,,,,,,,
Harold Warrender,Warrender,Harold,M,,1933,1953,1903,1953,Great Britain,,,,,,
Ruth Warrick,Warrick,Ruth,F,lead, singer,1941,,1915,,USA,,,,,
David Warrilow,,,M,,,,,,,,,,,,
Dionne Warwick,,,F,,,,,,,,,,,,
John Warwich,Beattie,John McIntosh,M,lead,1935,1959,1905,1972,Australia,,,,,,
Richard Warwick,,,M,,,,,,,,,,,,
Robert Warwick,Bien,Robert Taylor,M,stern benevolent,1914,1959,1878,1972,USA,,,,,,
Mona Washbourne,Washbourne,Mona,F,character,1948,1973,1903,1988,Great Britain,,,,,,
Beverly Washburn,,,F,,,,,,,,,,,,
Bryant Washburn,Washburn,Bryant,M,romantic hero, silent,1915,,1988,1963,USA,,,,,
Denzel Washington,,,,,,,,,,,,,,,
Mavis Washington,,,,,,,,,,,,,,,
Ted Wass,,,M,,,,,,,,,,,,
Craig Wasson,Wasson,Craig,M,general purpose,1977,1981,1954,,USA,,,,,,
Gedde Watanabe,,,,,,,,,,,,,,,
Dennis Waterman,Waterman,Dennis,M,juvenile,1961,1979,1948,,Great Britain,,,,,,
William Waterman,,,M,,,,,,,,,,,,
Ethel Waters,Waters,Ethel,F,distinguished, black singer,1929,,1896,1977,USA,,,,,
John Waters,,,M,,,,,,,,,,,,
Russell Waters,Waters,Russell,M,meek, mild,1947,,1908,,Great Britain,,,,,
Sam Waterston,Waterston,Sam,M,general purpose,1969,1981,1940,,USA,,,,,,
Pierre Watkin,Watkin,Pierre,M,lawyaer, doctor, kindly father,1954,,1894,1960,USA,,,,
Charlene Watkins,,,F,,,,,,,,,,,,
Jack Watling,Watling,Jack,M,boyish,1938,1974,1923,,Great Britain,,,,,,
Bobby Watson,,,M,,,,,,,,,,,,
Bobs Watson,Watson,Bobs,M,weepy,1938,1960,1931,,USA,,,,,,
Douglass Watson,,,M,,,,,,,,,,,,
Emily Watson,Watson,Emily,F,distant beauty,1996,1997,1967,,Great Britain,,,,,,
Jack Watson,Watson,Jack,M,tough-looking,1961,1980,1921,,Great Britain,,,,,,
Lucile Watson,Watson,Lucile,M,imperious,1934,1951,1879,1962,Canada,,,,,,
Minor Watson,Watson,Minor,M,lawyers, kindly fathers,1933,,1889,1965,USA,,,,,
Robert Watson,Watson,Robert,M,character,1933,1957,1888,1965,USA,,,,,,
Timothy Watson,,,M,,,,,,,,,,,,
Wylie Watson,Robertson,John Wylie,M,little man,1932,1961,1889,1966,Great Britain,,,,,,
Richard Wattis,Wattis,Richard,M,bespectacled,1949,1973,1912,1975,Great Britain,,,,,,
Kristina Wayborn,,,F,,,,,,,,,,,,
David Wayne,McMeekan,Wayne,M,wiry, versatile performer,1948,[34.104],1914,,USA,,,,,
Ethan Wayne,Wayne,Ethan,M,,,,,,,,,,,,
John Wayne,Morrison,Marion Michael (Duke),M,cowboy,1927,1976,1907,,USA,,,,,,
Johnny Wayne,,,M,,,,,1990,,,,,,,
Keith Wayne,,,M,teenager,,,,,,,,,,,
