"movie_id",,"stage_name","role_type","role_description","role_name"
"RDa25","The Man With Bogart's Face","Jay Robinson",,,
"RDa25","The Man With Bogart's Face","Mike Mazurki",,,
"RDa25","The Man With Bogart's Face","Henry Wilcoxon",,,
"RDa25","The Man With Bogart's Face","Victor Sen Young",,,
"RdB10","Heroes for Sale","Loretta Young",,,
"RdD10","The Super","Joe Pesci",,"slumlord, must reform",
"RdD10","The Super","Ruben Blades",,"tenant",
"RdD10","The Super","Vincent Gardenia",,"avaricious father",
"RdD10","The Super","Madolyn Smith Osborne",,"lovely, housing-authority consel",
"RDh10","Le `Petit Baigneur'","Louis deFunes",,"choleric patron",
"RDh10","Le `Petit Baigneur'","Robert Dh'ery",,"race boat builder","errorR(An)/error"
"RDh10","Le `Petit Baigneur'","Michel Galabru",,,
"RDh10","Le `Petit Baigneur'","Colette Brosset",,,
"RDi10","Deathgames","Lou Brown",,,
"RDi10","Deathgames","David Clendinning",,,
"RDi10","Deathgames","Jennifer Cluff",,,
"RDL3","A Hard Day's Night","The Beatles",,"musicians",
"RDL3","A Hard Day's Night","Ringo Starr","Mus","Beatle, to be sacrificed",
"RDL3","A Hard Day's Night","John Lennon","Mus","Beatle",
"RDL3","A Hard Day's Night","George Harrison","Mus","Beatle",
"RDL3","A Hard Day's Night","Paul McCartney","Mus","Beatle",
"RDL3","A Hard Day's Night","Wilfrid Brambell",,"grandpa",
"RDL3","A Hard Day's Night","Norman Rossington",,"manager","errorR(An)/error"
"RDL3","A Hard Day's Night","Victor Spinetti",,"television director",
"RDL3","A Hard Day's Night",,,"grandfather",
"RDL3","A Hard Day's Night","Norman Bassington",,,
"RDL3","A Hard Day's Night","Phil Collins","bit, role",,
"RDL4","The Knack","Michael Crawford",,"wimp teacher, landlord",
"RDL4","The Knack","Ray Brooks",,"womanizer",
"RDL4","The Knack","Rita Tushingham",,"innocent girlsr",
"RDL4","The Knack","Donal Donelly",,,
"RDL5","Help!","The Beatles","Grp","musicians",
"RDL5","Help!","Ringo Starr","victim","beatle, to be sacrificed",
"RDL5","Help!","John Lennon",,"beatle",
"RDL5","Help!","George Harrison",,"beatle",
"RDL5","Help!","Paul McCartney",,"beatle",
"RDL5","Help!","Leo McKern","ruler","oriental high priest",
"RDL5","Help!","Eleanor Bron",,,
"RDL5","Help!","Victor Spinetti",,,
"RDL5","Help!","Warren Mitchell","sidekick","Kali worshipper",
"RDL5","Help!","Celeste Brown","savior","mysterious savior",
"RDL5","Help!",,"agent","Scotland Yard agent",
"RDL5","Help!","Bruce Lacey",,"lawnmower",
"RDL6","A Funny Thing Happened on the Way to the Forum","Zero Mostel",,"conniving slave",
"RDL6","A Funny Thing Happened on the Way to the Forum","Phil Silvers",,,
"RDL6","A Funny Thing Happened on the Way to the Forum","Jack Gilford",,,
"RDL6","A Funny Thing Happened on the Way to the Forum","Buster Keaton",,,
"RDL10","The Three Musketeers","Richard Chamberlain",,,
"RDL10","The Three Musketeers","Raquel Welch",,,
"RDL10","The Three Musketeers","Oliver Reed",,,
"RDL10","The Three Musketeers","Michael York",,,
"RDL10","The Three Musketeers","Frank Finlay",,,
"RDL10","The Three Musketeers","Christopher Lee",,,
"RDL10","The Three Musketeers","Geraldine Chaplin",,,
"RDL10","The Three Musketeers","Jean-Pierre Cassel",,,
"RDL10","The Three Musketeers","Sybil Danning",,,
"RDL10","The Three Musketeers","Spike Milligan",,,
"RDL10","The Three Musketeers","Roy Kinnear",,,
"RDL10","The Three Musketeers","Gitty Djamal",,,
"RDL10","The Three Musketeers","George Wilson",,,
"RDL10","The Three Musketeers","Simon Ward",,,
"RDL10","The Three Musketeers","Faye Dunaway",,,
"RDL10","The Three Musketeers","Charlton Heston",,"cardinal","Richelieu"
"RDL11","Juggernaut","Richard Harris",,,
"RDL11","Juggernaut","David Hemmings",,,
"RDL11","Juggernaut","Omar Sharif",,,
"RDL11","Juggernaut","Anthony Hopkins",,,
"RDL11","Juggernaut","Ian Holm",,,
"RDL11","Juggernaut","Shirley Knight",,,
"RDL11","Juggernaut","Roy Kinnear",,,
"RDL11","Juggernaut","Cyril Kusack",,,
"RDL12","Four Musketeers","Raquel Welch",,,"milady"
"RDL12","Four Musketeers","Oliver Reed",,"fighter",
"RDL12","Four Musketeers","Richard Chamberlain",,,
"RDL12","Four Musketeers","Frank Finlay",,,
"RDL12","Four Musketeers","Michael York",,,
"RDL12","Four Musketeers","Christopher Lee",,"fighter",
"RDL12","Four Musketeers","Jean-Pierre Cassel",,,
"RDL12","Four Musketeers","Geraldine Chaplin",,,
"RDL12","Four Musketeers","Simon Ward",,,
"RDL12","Four Musketeers","Faye Dunaway",,,
"RDL12","Four Musketeers","Charlton Heston",,"cardinal","Richelieu"
"RDL13","Royal Flash","Malcom McDowall",,"bully",
"RDL13","Royal Flash","Oliver Reed",,,
"RDL13","Royal Flash","Alan Bates",,,
"RDL13","Royal Flash","Florinda Balkan",,"mistress","Lola Montes"
"RDL13","Royal Flash","Britt Eklund",,,
"RDL13","Royal Flash","Lionel Jeffries",,,
"RDL13","Royal Flash","Tom Bell",,,
"RDL13","Royal Flash","Josukland",,,
"RDL13","Royal Flash","Leon Greene",,,
"RDL13","Royal Flash","Richard hurndall",,,
"RDL13","Royal Flash","Alastair Sim",,,
"RDL13","Royal Flash","Michael Hodern",,,
"RDL13","Royal Flash",,,"king","Ludwig of Bavaria"
"RDL15","Robin and Marian","Sean Connery",,"returning crusader","Robin Hood"
"RDL15","Robin and Marian","Audrey Hepburn",,"maid","Marian"
"RDL15","Robin and Marian","Nicol Williamson",,,
"RDL15","Robin and Marian","Robert Shaw",,,
"RDL15","Robin and Marian","Denholm Elliott",,,
"RDL15","Robin and Marian","Kenneth Haigh",,,
"RDL15","Robin and Marian","Ronnie Barker",,,
"RDL15","Robin and Marian","Ian Holm",,,
"RDL15","Robin and Marian","Richard Harris",,,
"RDL15","Robin and Marian","Esmond Knight",,,
"RDL17","Butch and Sundance, the Early Days","Tom Berenger",,"robber",
"RDL17","Butch and Sundance, the Early Days","William Katt",,"robber",
"RDL17","Butch and Sundance, the Early Days","Jeff Corey",,,
"RDL17","Butch and Sundance, the Early Days","John Schuck",,,
"RDL17","Butch and Sundance, the Early Days","Michael C. Gwynne",,,
"RDL17","Butch and Sundance, the Early Days","Brian Dennehy",,,
"RDL17","Butch and Sundance, the Early Days","Peter Weller",,,
"RDL17","Butch and Sundance, the Early Days","Jill Eikenberry",,,
"RDL18","Cuba","Sean Connery",,,
"RDL18","Cuba","Brooke Adams",,,
"RDL18","Cuba","Jack Weston",,,
"RDL18","Cuba","Hector Elizondo",,,
"RDL18","Cuba","Denholm Elliott",,,
"RDL18","Cuba","Martin Balsam",,,
"RDL18","Cuba","Chris Sarandon",,,
"RDL18","Cuba","Alejandro Rey",,,
"RDL18","Cuba","Lonette McKee",,,
"RDL19","Superman II","Christopher Reeve",,"meek hero",
"RDL19","Superman II","Margot Kidder",,"innocent reporter","Lois Lane"
"RDL19","Superman II","Gene Hackman",,"mean criminal","Rex Luther"
"RDL19","Superman II","Ned Beatty",,"bald criminal boss","Otis"
"RDL19","Superman II","Jackie Cooper",,,"Pery White"
"RDL19","Superman II","Sarah Douglas",,,"Ursa"
"RDL19","Superman II","Valerie Perrine",,,"Eve"
"RDL19","Superman II","Susannah York",,,
"RDL19","Superman II","Terence Stamp",,,
"RDL19","Superman II","Jack OHalloran",,,"Non"
"RDL19","Superman II","E.G. Marshall",,,
"RDL20","Superman II","Marlon Brando",,,
"RDL20","Superman II","Sarah Douglas",,,
"RDL20","Superman III","Christopher Reeve","crook","Wmp","superman, meek hero"
"RDL20","Superman III","Margot Kidder",,"innocent reporter","Lois Lane"
"RDL20","Superman III","Richard Pryor","scientist","computer hacker",
"RDL20","Superman III","Anette OToole","love interest","teenage romance",
"RDL20","Superman III","Annie Ross",,,
"RDL20","Superman III","Pamela Stephenson",,,
"RDL20","Superman III","Robert Vaughn","villain","billionaire",
"RDL20","Superman III","Marc McClure",,,
"RDL20","Superman III","Jackie Cooper",,,
"RDL24","Finders Keepers","Lou Gossett~jr.",,"con-artist",
"RDL24","Finders Keepers","Michael OKeefe",,"never-do-well, pretend sergeant",
"RDL24","Finders Keepers","Beverly DAngelo",,"actress, has nervous breakdown",
"RDL24","Finders Keepers","David Wayne",,"oldest railway conductor",
"RDL24","Finders Keepers","Arthur Hill",,"millionaire",
"RDL24","Finders Keepers","John Schuck",,"incompetent sheriff",
"RDL24","Finders Keepers","Jack Riley","agent","superficial FBI agent",
"RDL24","Finders Keepers","Brian Dennehy",,"tough small town mayor",
"RDL24","Finders Keepers","Pamela Stephens",,"daughter of millionaire",
"RDL24","Finders Keepers","Ed Lauter",,"daughter's sleazoid boyfriend",
"RDL24","Finders Keepers","Jim Carrey",,"mayor's officially dead hero nephew",
"RdM8","The Dark Past","William Holden",,"psychiatrist",
"RdM8","The Dark Past","Lee J. cobb",,"escaped murderer, tamed",
"RdM8","The Dark Past","Nina Foch",,,
"RdM8","The Dark Past","Adele Jergens",,,
"RdM8","The Dark Past","Stephen Dunne",,,
"RdM10","D.O.A.","Edmond OBrien",,"accountant, antihero, poisoned",
"RdM18","Second Chance","Robert Mitchum",,"boxer",
"RdM18","Second Chance","Linda Darnell",,"waitress",
"RdM18","Second Chance","Jack Palance",,"killer, crook, loses",
"RdM18","Second Chance","Reginal Sheffield",,"boxing manager",
"RdM18","Second Chance","Roy Robert",,"prisoner, savior, falls",
"RdM20","Miracle in the Rain","Jane Wyman",,"girl, falls for soldier",
"RdM20","Miracle in the Rain","Van Johnson",,"soldier, dies",
"RdM20","Miracle in the Rain","Fred Clark",,,
"RdM20","Miracle in the Rain","Eileen Heckart",,,
"RdM20","Miracle in the Rain","William Gargan",,,
"RdM30","The 300 Spartans","Richard Egan",,,
"RdM30","The 300 Spartans","Ralph Richardson",,,
"RdM30","The 300 Spartans","David Farrar",,,
"RdM30","The 300 Spartans","Diane Baker",,,
"RdM30","The 300 Spartans","Barry Coe",,,
"RdM30","The 300 Spartans","Donald Houston",,,
"RdM30","The 300 Spartans","Kieron Moore",,,
"RdM30","The 300 Spartans","John Crawford",,,
"RdM30","The 300 Spartans","Robert Brown",,,
"RdN10","A Bronx Tale","Chazz Palminteri",,"mobster","Sonny"
"RdN10","A Bronx Tale","Robert deNirto",,"striaght busdriver, father",
"RdN10","A Bronx Tale","Frank Capra",,"young son","Calogero"
"RdN10","A Bronx Tale","Lillo Brancato",,"son","Calogero"
"RdN10","A Bronx Tale","Taral Hicks",,"black beauty","Jane"
"RdN10","A Bronx Tale","Clem Caserta","sidekick","goon",
"RdN10","A Bronx Tale","Dave Salerno","sidekick","goon",
"RdN10","A Bronx Tale","Joe Pesci","cameo, role",,
"RDo5","Sleeping Dogs","Warren Oates",,,
"RDo5","Sleeping Dogs","Sam Neill",,,
"RDo10","The Bounty","Mel Gibson",,"sailor","Fltecher Christian"
"RDo10","The Bounty","Anthony Hopkins",,"captain","Bligh"
"RDo10","The Bounty","Edward Fox",,"captain","Greetham"
"RDo10","The Bounty","Daniel DayLewis",,,"John Fryer"
"RDo10","The Bounty","Bernard Hill",,,"Cole"
"RDo20","No Way Out","Kevin Kostner","suspect","suspect Navy officer","Tom Farrell"
"RDo20","No Way Out","Gene Hackman","ruler","secretary of defense, kills","David Brice"
"RDo20","No Way Out","Sean Young",,"passionate double mistress, killed","Susan Atwell"
"RDo20","No Way Out","Will Patton",,"assistant","Scott Pritchard"
"RDo20","No Way Out","Howard Duff",,"senator",
"RDo20","No Way Out","George Dzunda",,"paraplegic computer expert","Sam Hesselman"
"RDo20","No Way Out","Jason Bernard",,"Major","Donovan"
"RDo20","No Way Out","Iman",,,"Nina Beka"
"RDo26","Cocktail","Tom Cruise",,"enthusiastic bartender",
"RDo26","Cocktail","Bryan Brown",,"cynic",
"RDo26","Cocktail","Elizabeth Shue",,,
"RDo28","Cadillac Man","Robin Williams","suspect","scuzzball salesman, becomes a hero",
"RDo28","Cadillac Man","Tim Robbins","villain","dim, jealous motorcycling husband of receptionist, starts shooting","Larry"
"RDo28","Cadillac Man","Annabella Sciorra","innocent","sexy secretary, Larry's wife","Donna"
"RDo28","Cadillac Man","Fran Drescher",,"wheedling married girlfriend","Joy Munchak"
"RDo28","Cadillac Man","Lori Petty",,"unstable girlfriend","Lila"
"RDo28","Cadillac Man","Pamela Reed",,"Joey's ex-wife","nTina"""
"RDo28","Cadillac Man","Paul Guilfoyle",,"owner's son, made out with Donna","Little Jack Turgeon"
"RDo28","Cadillac Man","Tristine Skyler",,"upset daughter","Lisa O'Brien"
"RDo28","Cadillac Man","Zack Norman",,"Joy's rich husband","Harry Munchack"
"RDo28","Cadillac Man","Lauren Tom",,"Dim Sum girl","Helen"
"RDo28","Cadillac Man","Bill Nelson",,"owner","Big Jack Turgeon"
"RDo28","Cadillac Man","Judith Hoag",,"Joey's bimbo girlfriend","Molly"
"RDo28","Cadillac Man","Elaine Strich",,"recent widow",
"RDo30","White Sands","Willem Dafoe",,,
"RDo30","White Sands","Mary Elizabeth Mastantonio",,,
"RDo30","White Sands","Mickey Rourke",,,
"RDo32","The Getaway","Alec Baldwin",,"bankrobber, lover",
"RDo32","The Getaway","Kim Basinger",,"bankrobber",
"RDo32","The Getaway","Michael Madsen",,,
"RDo32","The Getaway","Jennifer Tilly",,"Richard Farnsworthsr",
"RDo32","The Getaway","James Woods",,,
"RDo36","Dante's Peak","Pierce Brosnan","scientist","geologist, brings warning","Dalton"
"RDo36","Dante's Peak","Linda Hamilton",,"major","Rachel"
"RDo36","Dante's Peak","Charles Hallahan",,"Geologic service boss","Paul"
"RDo36","Dante's Peak","Grant Heslov",,,"Greg"
"RDo36","Dante's Peak","Elizabeth Hoffman",,,
"RDo36","Dante's Peak","Jeremy Folman",,"junior geologist",
"RDo36","Dante's Peak","Jamie Smith",,"grandma Ruth",
"RDo36","Dante's Peak",,,"son, rescued",
"RDo36","Dante's Peak",,,"daughter","Lauren"
"RDo40","Thirteen Days","Bruce Greenwood","ruler","president","John F. Kennedy"
"RDo40","Thirteen Days","Bruce Greenwood","ruler","president","John F. Kennedy"
"RDo40","Thirteen Days","Kevin Costner","sidekick","special assistant","Kenny ODonald"
"RDo40","Thirteen Days",,"sidekick","attorney gneral","Robert Kennedy"
"RDo40","Thirteen Days",,"ruler","Secretary of Defense","Robert MacNamara"
"RDo40","Thirteen Days",,,"Press Secretary",
"RDo40","Thirteen Days",,,"photo reconaissance pilot","William B. Eckert"
"RDo40","Thirteen Days",,,"ambassodor to the U.N.","Adlai Stevenson"
"RDo40","Thirteen Days","Walter Cronkite",,"TV news reporter","Walter Cronkite"
"RdR10","Gold Diggers of Broadway","Nancy Welford",,"chorus girl, gold digger",
"RdR10","Gold Diggers of Broadway","Conway Tearle",,,
"RdR10","Gold Diggers of Broadway","Winnie Lightner",,,
"RdR10","Gold Diggers of Broadway","Ann Pennington",,"chorus girl, gold digger",
"RdR10","Gold Diggers of Broadway","Lilyan Tashman",,"chorus girl, gold digger",
"RdR10","Gold Diggers of Broadway","William Bakewell",,,
"RdR10","Gold Diggers of Broadway","Nick Lucas",,,
"RdR30","Blonde Crazy","Jimmy Cagney",,"larcenous bellhop",
"RdR30","Blonde Crazy","Joan Blondell",,"collaborating chambermaid",
"RdR30","Blonde Crazy","Ray Milland",,,
"RdR30","Blonde Crazy","Louis Calhern",,,
"RdR30","Blonde Crazy","Guy Kibee",,,
"RdR30","Blonde Crazy","Polly Walters",,,
"RdR30","Blonde Crazy","Charles Lane",,,
"RdR30","Blonde Crazy","Maude Eburne",,,
"RdR32","The Maltese Falcon","Ricardo Cortez","agent","SF detective",
"RdR32","The Maltese Falcon","Bebe Daniels","villain","liar, murderer, crook",
"RdR32","The Maltese Falcon","Dudley Digges",,,
"RdR32","The Maltese Falcon","Dwight Frye",,,
"RdR32","The Maltese Falcon","Robert Elliott",,,
"RdR32","The Maltese Falcon","Thelma Todd",,,
"RdR32","The Maltese Falcon","Oscar Apfel",,,
"RdR37","Taxi!","James Cagney",,"independent taxi driver, fights union",
"RdR37","Taxi!","Loretta Young",,"cabbie's wife",
"RdR37","Taxi!","George E. Stone",,,
"RdR37","Taxi!","Guy Kibbee",,,
"RdR37","Taxi!","David Landau",,,
"RdR37","Taxi!","Leila Bennett",,,
"RdR37","Taxi!","Matt McHugh",,,
"RdR40","Employees' Entrance","Warren William",,"store general manager, harrasses employees",
"RdR40","Employees' Entrance","Loretta Young",,,
"RdR40","Employees' Entrance","Alice White",,,
"RdR40","Employees' Entrance","Wallace Ford",,,
"RdR40","Employees' Entrance","Allen Jenkins",,,
"RdR40","Employees' Entrance","Marjorie Gleason",,,
"RdR40","Employees' Entrance","Barbara Stanwyck",,,"errorIn/error"
"RdR44","Lady Killer","Jimmy Cagney",,"usher, becomes criminal, and then movie star",
"RdR44","Lady Killer","Mae Clarke",,,
"RdR44","Lady Killer","Leslie Fenton",,,
"RdR44","Lady Killer","Margaret Lindsay",,,
"RdR44","Lady Killer","Henry ONeill",,,
"RdR44","Lady Killer","Willard Robertson",,,
"RdR44","Lady Killer","Raymond Hatton",,,
"RdR44","Lady Killer","Russell Hopton",,,
"RdR46","Bulldog Drummond Strikes Back","Ronald Colman",,"adventurer",
"RdR46","Bulldog Drummond Strikes Back","Loretta Young",,"bride",
"RdR46","Bulldog Drummond Strikes Back","C.Aubrey Smith",,,
"RdR46","Bulldog Drummond Strikes Back","Charles Butterworth",,"villain","Algy"
"RdR46","Bulldog Drummond Strikes Back","Warner Oland",,,
"RdR46","Bulldog Drummond Strikes Back","Mischa Auer",,,
"RdR46","Bulldog Drummond Strikes Back","Una Merkel",,,
"RdR48","Folies Bergere","Merle Oberon",,,
"RdR48","Folies Bergere","Ann Sothern",,,
"RdR48","Folies Bergere","Eric Blore",,,
"RdR52","Born to Dance","Eleanor Powell","love interest","show girl",
"RdR52","Born to Dance","James Stewart",,"navy officer","notesfactsings!/fact/notes"
"RdR52","Born to Dance","Virginia Bruce",,"girlfriend",
"RdR52","Born to Dance","Una Merkel",,"girlfriend",
"RdR52","Born to Dance","Sid Silvers",,"sailor",
"RdR52","Born to Dance","Frances Langford",,,
"RdR52","Born to Dance","Raymond Walburn",,,
"RdR52","Born to Dance","Reginald Gardiner",,,
"RdR52","Born to Dance","Buddy Ebsen",,,
"RdR53","Broadway Melody of 1936","Jack Benny",,,
"RdR53","Broadway Melody of 1936","Robert Taylor",,,
"RdR53","Broadway Melody of 1936","Una Merkel",,,
"RdR53","Broadway Melody of 1936","Eleanor Powell",,,
"RdR53","Broadway Melody of 1936","June Knight",,,
"RdR53","Broadway Melody of 1936","Vilma Ebsen",,,
"RdR53","Broadway Melody of 1936","Buddy Ebsen",,"Nick Loing~jr.",
"RdR54","On the Avenue","Dick Powell",,"producer",
"RdR54","On the Avenue","Madeleine Carroll",,"coy sweetheart",
"RdR54","On the Avenue","Alive Faye",,"jealous singer, showgirl",
"RdR54","On the Avenue","George Babier",,,
"RdR54","On the Avenue","Ritz Brothers","Grp","musical group",
"RdR54","On the Avenue","Cora Witherspoon",,,
"RdR54","On the Avenue","Walter Catlett",,,
"RdR54","On the Avenue","Joan Davis",,,
"RdR54","On the Avenue","E.E. Clive",,,
"RdR54","On the Avenue","Alan Mowbray",,,
"RdR54","On the Avenue","Billy Gilbert",,,
"RdR54","On the Avenue","Harry Ritz","Comd","vaudevillian, imitates showgirl",
"RdR56","Broadway Melody of 1938","Eleanor Powell",,,
"RdR56","Broadway Melody of 1938","George Murphy",,,
"RdR56","Broadway Melody of 1938","Sophie Tucker",,,
"RdR56","Broadway Melody of 1938","Judy Garland",,,
"RdR56","Broadway Melody of 1938","Robert Taylor",,,
"RdR56","Broadway Melody of 1938","Buddy ebsen",,,
"RdR56","Broadway Melody of 1938","Sid Silvers",,,
"RdR56","Broadway Melody of 1938","Billy Gilbert",,,
"RdR56","Broadway Melody of 1938","Raymond Wilburn",,,
"RdR61","He Married his Wife","Joel McCrea",,"husband",
"RdR61","He Married his Wife","Nancy Kelly",,"divorcee",
"RdR61","He Married his Wife","Roland Young",,,
"RdR61","He Married his Wife","Mary Boland",,,
"RdR63","The Chocolate Soldier","Nelson Eddy",,"jealous opera singer",
"RdR63","The Chocolate Soldier","Rise Stevens",,"faithful wife, opera singer",
"RdR63","The Chocolate Soldier","Nigel Bruce",,,
"RdR63","The Chocolate Soldier","Florence Bates",,,
"RdR64","Topper Returns","Joan Blondell",,"jovial ghost",
"RdR64","Topper Returns","Roland Young",,"stuffy banker",
"RdR64","Topper Returns","Billie Burke",,,
"RdR64","Topper Returns","Rochester",,,
